date,revenue,cogs,gross_profit,gross_margin_pct,day_of_week,is_weekend,month,day_of_year,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,traffic_source,revenue_ma7,revenue_ma30
2014-05-04,2887053.22,2293661.95,593391.27,20.55,6,1,5,124,27998.0,22585.0,124889.0,0.00468,292.2,direct,10914473.54,7603804.79
2014-05-05,4251113.98,3397014.1,854099.88,20.09,0,0,5,125,25934.0,20515.0,98145.0,0.00546,182.5,social_media,9833998.15,7592888.19
2014-05-06,5130961.6,4130431.51,1000530.09,19.5,1,0,5,126,28880.0,20727.0,132987.0,0.0038,159.1,referral,8088788.77,7605609.14
2014-05-07,6175024.0,5012292.24,1162731.76,18.83,2,0,5,127,30417.0,21334.0,105056.0,0.00363,107.7,social_media,6997927.33,7657616.12
2014-05-08,6845994.59,5424944.1,1421050.49,20.76,3,0,5,128,22054.0,15883.0,78562.0,0.00578,114.3,referral,6077372.92,7672721.6
2014-05-09,3896896.85,3172234.57,724662.28,18.6,4,0,5,129,26222.0,21344.0,92295.0,0.00409,155.7,email_campaign,5343021.09,7597983.58
2014-05-10,5476367.67,4341371.17,1134996.5,20.73,5,1,5,130,25378.0,18460.0,109459.0,0.00467,121.8,organic_search,4951915.99,7607076.17
2014-05-11,5960839.36,4817268.38,1143570.98,19.18,6,1,5,131,29095.0,21081.0,94942.0,0.0055,146.2,referral,5391028.29,7635572.0
2014-05-12,6171798.51,4876269.62,1295528.89,20.99,0,0,5,132,28899.0,22803.0,134458.0,0.00446,215.8,paid_search,5665411.8,7651719.39
2014-05-13,6357034.06,5124302.35,1232731.71,19.39,1,0,5,133,26739.0,21724.0,92280.0,0.00579,306.7,paid_search,5840565.01,7698773.68
2014-05-14,8953168.22,7238881.78,1714286.44,19.15,2,0,5,134,25709.0,19377.0,111615.0,0.00376,243.4,paid_search,6237442.75,7766496.17
2014-05-15,7521179.22,5970183.39,1550995.83,20.62,3,0,5,135,30110.0,24293.0,157951.0,0.00411,180.0,referral,6333897.7,7754816.42
2014-05-16,7254155.54,5828882.18,1425273.36,19.65,4,0,5,136,27531.0,20857.0,105553.0,0.00335,220.2,social_media,6813506.08,7732859.67
2014-05-17,6473741.19,5173264.38,1300476.81,20.09,5,1,5,137,26128.0,20836.0,123104.0,0.00564,171.4,social_media,6955988.01,7763392.57
2014-05-18,7502869.16,6017924.93,1484944.23,19.79,6,1,5,138,25658.0,18281.0,96643.0,0.00569,113.0,paid_search,7176277.99,7823476.89
2014-05-19,6717427.22,5373895.24,1343531.98,20.0,0,0,5,139,29037.0,21645.0,134048.0,0.00514,248.5,referral,7254224.94,7826559.19
2014-05-20,6998009.98,5565704.32,1432305.66,20.47,1,0,5,140,29515.0,22535.0,159233.0,0.00361,308.7,organic_search,7345792.93,7845879.92
2014-05-21,9232803.8,7257287.25,1975516.55,21.4,2,0,5,141,27548.0,20709.0,139667.0,0.00555,246.8,organic_search,7385740.87,7873153.65
2014-05-22,8682669.79,6984588.89,1698080.9,19.56,3,0,5,142,27824.0,22650.0,112503.0,0.00345,245.6,referral,7551668.1,7824872.73
2014-05-23,6481511.11,5117307.95,1364203.16,21.05,4,0,5,143,28489.0,22749.0,96527.0,0.00514,252.9,organic_search,7441290.32,7767888.27
2014-05-24,5624884.34,4535522.53,1089361.81,19.37,5,1,5,144,25209.0,19652.0,92373.0,0.00476,227.0,paid_search,7320025.06,7730016.06
2014-05-25,7834743.41,6254562.47,1580180.94,20.17,6,1,5,145,30338.0,21404.0,120860.0,0.00577,167.1,email_campaign,7367435.66,7747936.51
2014-05-26,7196331.6,5750840.38,1445491.22,20.09,0,0,5,146,29609.0,23230.0,125918.0,0.00425,237.2,organic_search,7435850.58,7738688.16
2014-05-27,11197544.52,8926851.08,2270693.44,20.28,1,0,5,147,30146.0,22918.0,145944.0,0.00571,308.3,direct,8035784.08,7811279.48
2014-05-28,14237002.33,11276884.86,2960117.47,20.79,2,0,5,148,27952.0,22186.0,110221.0,0.00575,222.7,paid_search,8750669.59,7892031.5
2014-05-29,12708438.64,10157319.36,2551119.28,20.07,3,0,5,149,30992.0,23883.0,135079.0,0.00436,273.6,direct,9325779.42,7737398.55
2014-05-30,13573669.01,10729950.95,2843718.06,20.95,4,0,5,150,28560.0,22570.0,116268.0,0.00331,166.6,paid_search,10338944.84,7729485.71
2014-05-31,12424970.9,9985304.33,2439666.57,19.64,5,1,5,151,27754.0,22518.0,120629.0,0.00566,186.5,social_media,11310385.77,7700655.56
2014-06-01,11536710.05,9170211.02,2366499.03,20.51,6,1,6,152,28531.0,21625.0,139896.0,0.00411,300.9,paid_search,11839238.15,7783967.24
2014-06-02,10120772.07,8076952.84,2043819.23,20.19,0,0,6,153,29119.0,22466.0,98811.0,0.00529,265.4,organic_search,12257015.36,7847522.86
2014-06-03,7433951.35,5784897.37,1649053.98,22.18,1,0,6,154,27485.0,21760.0,92388.0,0.00494,293.0,paid_search,11719359.19,7999086.14
2014-06-04,6422990.57,5214120.6,1208869.97,18.82,2,0,6,155,31372.0,24682.0,167700.0,0.0052,218.4,referral,10603071.8,8071482.02
2014-06-05,4701261.04,3843536.1,857724.94,18.24,3,0,6,156,30289.0,22112.0,134531.0,0.00432,247.6,organic_search,9459189.28,8057158.67
2014-06-06,4455750.46,3475184.85,980565.61,22.01,4,0,6,157,27136.0,22179.0,118099.0,0.00392,155.0,organic_search,8156629.49,7999849.55
2014-06-07,5291724.53,4145797.41,1145927.12,21.66,5,1,6,158,31059.0,24129.0,145769.0,0.00498,304.3,email_campaign,7137594.3,7948040.55
2014-06-08,5672479.42,4555972.93,1116506.49,19.68,6,1,6,159,28049.0,20529.0,129406.0,0.00525,115.1,direct,6299847.06,8007226.64
2014-06-09,5745736.68,4655455.78,1090280.9,18.98,0,0,6,160,30401.0,24133.0,102124.0,0.00342,142.4,organic_search,5674842.01,8016205.6
2014-06-10,8176131.42,6751336.8,1424794.62,17.43,1,0,6,161,27671.0,21455.0,121832.0,0.00523,235.3,referral,5780867.73,8090048.67
2014-06-11,6815089.25,5416132.65,1398956.6,20.53,2,0,6,162,31871.0,24543.0,140141.0,0.00524,213.6,referral,5836881.83,8111491.7
2014-06-12,6198469.27,4930278.7,1268190.57,20.46,3,0,6,163,29120.0,22829.0,145416.0,0.0043,192.1,social_media,6050768.72,8106206.2
2014-06-13,5808360.57,4689299.84,1119060.73,19.27,4,0,6,164,30261.0,22465.0,108371.0,0.00471,125.2,email_campaign,6243998.73,8001379.28
2014-06-14,6159350.48,4887308.6,1272041.88,20.65,5,1,6,165,29999.0,23096.0,122404.0,0.00557,214.3,paid_search,6367945.3,7955984.99
2014-06-15,6251988.62,5001362.67,1250625.95,20.0,6,1,6,166,31223.0,24204.0,133930.0,0.00472,107.8,direct,6450732.33,7922579.43
2014-06-16,7506669.47,5993922.63,1512746.84,20.15,0,0,6,167,23259.0,17230.0,110680.0,0.00388,132.9,organic_search,6702294.15,7957010.37
2014-06-17,7985873.38,6364228.97,1621644.41,20.31,1,0,6,168,29091.0,23029.0,108429.0,0.00503,299.7,email_campaign,6675114.43,7973110.51
2014-06-18,6928139.58,5573372.83,1354766.75,19.55,2,0,6,169,22476.0,18096.0,93356.0,0.00442,198.4,paid_search,6691264.48,7980134.25
2014-06-19,5160401.64,4101123.87,1059277.77,20.53,3,0,6,170,27866.0,22727.0,95424.0,0.00561,245.2,direct,6542969.11,7918880.64
2014-06-20,5726955.46,4649863.18,1077092.28,18.81,4,0,6,171,30816.0,22914.0,118380.0,0.00494,299.4,social_media,6531339.8,7802019.03
2014-06-21,5534870.9,4397465.45,1137405.45,20.55,5,1,6,172,30622.0,21512.0,112749.0,0.0037,299.9,organic_search,6442128.44,7697092.4
2014-06-22,6871043.81,5449439.25,1421604.56,20.69,6,1,6,173,30032.0,21674.0,142020.0,0.00339,158.1,direct,6530564.89,7710076.83
2014-06-23,7520898.79,6115811.37,1405087.42,18.68,0,0,6,174,28623.0,21810.0,155716.0,0.00577,168.7,paid_search,6532597.65,7773277.31
2014-06-24,8318751.36,7165579.48,1153171.88,13.86,1,0,6,175,31892.0,22653.0,153112.0,0.00506,241.0,paid_search,6580151.65,7789410.91
2014-06-25,7464560.81,6650267.82,814292.99,10.91,2,0,6,176,30658.0,24091.0,153275.0,0.00421,138.1,email_campaign,6656783.25,7798351.88
2014-06-26,5465498.81,5160550.9,304947.91,5.58,3,0,6,177,28821.0,20469.0,104924.0,0.0056,285.0,direct,6700368.56,7607283.69
2014-06-27,6215342.27,5942103.5,273238.77,4.4,4,0,6,178,31165.0,23193.0,117512.0,0.00372,115.8,paid_search,6770138.11,7339895.02
2014-06-28,6715989.51,6489880.35,226109.16,3.37,5,1,6,179,28913.0,20500.0,128800.0,0.00557,254.8,referral,6938869.34,7140146.72
2014-06-29,10967240.25,10676762.03,290478.22,2.65,6,1,6,180,30012.0,24306.0,121789.0,0.00327,266.8,social_media,7524040.26,7053265.76
2014-06-30,8960784.4,8779889.34,180895.06,2.02,0,0,6,181,25122.0,18170.0,93098.0,0.00327,229.7,email_campaign,7729738.2,6937792.87
2014-07-01,9836345.7,9652958.13,183387.57,1.86,1,0,7,182,24118.0,17786.0,127394.0,0.00502,155.7,organic_search,7946537.39,6881114.06
2014-07-02,8037264.4,7829854.35,207410.05,2.58,2,0,7,183,22829.0,18044.0,88984.0,0.00322,132.2,social_media,8028352.19,6811663.81
2014-07-03,6599126.14,6280312.35,318813.79,4.83,3,0,7,184,24291.0,19783.0,87191.0,0.00356,299.1,paid_search,8190298.95,6783836.3
2014-07-04,1539342.27,1546984.48,-7642.21,-0.5,4,0,7,185,19697.0,15074.0,67832.0,0.00334,305.3,paid_search,7522298.95,6621048.02
2014-07-05,2247607.0,2088267.2,159339.8,7.09,5,1,7,186,21042.0,16132.0,91459.0,0.00362,274.7,organic_search,6883958.59,6539259.55
2014-07-06,2992177.47,2950653.66,41523.81,1.39,6,1,7,187,23161.0,17499.0,106661.0,0.00453,195.0,referral,5744663.91,6490473.79
2014-07-07,3321041.63,3237780.91,83260.72,2.51,0,0,7,188,23149.0,17267.0,116966.0,0.00331,221.1,social_media,4938986.37,6424784.36
2014-07-08,4389991.98,4344681.53,45310.45,1.03,1,0,7,189,25383.0,19953.0,98382.0,0.00472,177.4,organic_search,4160935.84,6382034.78
2014-07-09,5089459.45,5002533.36,86926.09,1.71,2,0,7,190,21166.0,17277.0,101109.0,0.00566,105.3,email_campaign,3739820.85,6360158.87
2014-07-10,5277348.24,5193788.09,83560.15,1.58,3,0,7,191,24785.0,18490.0,130982.0,0.00371,307.0,organic_search,3550995.43,6263532.76
2014-07-11,3680744.54,3649066.92,31677.62,0.86,4,0,7,192,23966.0,18867.0,81909.0,0.00462,157.6,paid_search,3856910.04,6159054.61
2014-07-12,3635150.5,3488161.59,146988.91,4.04,5,1,7,193,23198.0,18905.0,106668.0,0.00408,259.5,social_media,4055130.54,6073610.65
2014-07-13,4538183.38,4461396.49,76786.89,1.69,6,1,7,194,21016.0,15177.0,112942.0,0.0047,151.6,paid_search,4275988.53,6031271.41
2014-07-14,4180514.48,4093927.18,86587.3,2.07,0,0,7,195,22862.0,18719.0,90583.0,0.00513,177.7,social_media,4398770.37,5965310.21
2014-07-15,4729914.86,4685468.3,44446.56,0.94,1,0,7,196,23206.0,18797.0,74689.0,0.00397,160.4,paid_search,4447330.78,5914574.42
2014-07-16,5725200.44,5688906.29,36294.15,0.63,2,0,7,197,25448.0,19172.0,86877.0,0.00525,245.5,direct,4538150.92,5855192.12
2014-07-17,5475110.93,5378778.65,96332.28,1.76,3,0,7,198,24173.0,17451.0,106949.0,0.00525,242.9,paid_search,4566402.73,5771500.03
2014-07-18,4518235.32,4447047.74,71187.58,1.58,4,0,7,199,22467.0,16175.0,105153.0,0.00531,187.4,paid_search,4686044.27,5691169.89
2014-07-19,4203668.56,3770693.84,432974.72,10.3,5,1,7,200,19637.0,14226.0,102829.0,0.00342,143.6,organic_search,4767261.14,5659278.79
2014-07-20,4322625.55,3600969.69,721655.86,16.69,6,1,7,201,23071.0,16745.0,125329.0,0.00402,303.3,direct,4736467.16,5612467.79
2014-07-21,4796649.21,3768111.9,1028537.31,21.44,0,0,7,202,23563.0,16839.0,117759.0,0.00444,196.9,paid_search,4824486.41,5587860.4
2014-07-22,6208113.76,5011530.91,1196582.85,19.27,1,0,7,203,20852.0,16050.0,98954.0,0.00471,221.2,organic_search,5035657.68,5565762.73
2014-07-23,7566031.17,5950276.5,1615754.67,21.36,2,0,7,204,20563.0,16788.0,99371.0,0.00354,307.5,referral,5298633.5,5567267.15
2014-07-24,5905615.09,4674430.56,1231184.53,20.85,3,0,7,205,20142.0,15456.0,101375.0,0.00439,170.9,email_campaign,5360134.09,5486829.27
2014-07-25,4437108.92,3571085.86,866023.06,19.52,4,0,7,206,23097.0,18708.0,79029.0,0.00495,205.3,social_media,5348544.61,5385914.21
2014-07-26,4875867.56,3838617.04,1037250.52,21.27,5,1,7,207,24247.0,19552.0,103070.0,0.00472,135.3,social_media,5444573.04,5366259.83
2014-07-27,4695097.96,3728682.43,966415.53,20.58,6,1,7,208,21988.0,16247.0,95568.0,0.0057,125.4,paid_search,5497783.38,5315585.02
2014-07-28,5659848.32,4577648.87,1082199.45,19.12,0,0,7,209,22670.0,15945.0,97809.0,0.00477,130.8,organic_search,5621097.54,5280380.32
2014-07-29,8325936.32,6673852.31,1652084.01,19.84,1,0,7,210,18711.0,13949.0,72733.0,0.00386,211.0,social_media,5923643.62,5192336.85
2014-07-30,9849002.97,7950504.57,1898498.4,19.28,2,0,7,211,24281.0,17908.0,81246.0,0.00444,184.7,referral,6249782.45,5221944.14
2014-07-31,12499623.55,10113088.37,2386535.18,19.09,3,0,7,212,19708.0,14084.0,101207.0,0.00427,211.4,paid_search,7191783.66,5310720.07
2014-08-01,10268362.3,8266400.63,2001961.67,19.5,4,0,8,213,24466.0,19362.0,115362.0,0.00331,296.9,social_media,8024819.85,5385090.0
2014-08-02,9437585.35,7486465.1,1951120.25,20.67,5,1,8,214,24590.0,19673.0,104410.0,0.00389,301.5,organic_search,8676493.82,5479705.3
2014-08-03,8311634.97,6613684.99,1697949.98,20.43,6,1,8,215,27896.0,22287.0,129445.0,0.00523,314.0,organic_search,9193141.97,5705448.39
2014-08-04,7920532.02,6253439.86,1667092.16,21.05,0,0,8,216,25170.0,19950.0,101848.0,0.004,107.4,paid_search,9516096.78,5894545.89
2014-08-05,4783590.74,3865614.98,917975.76,19.19,1,0,8,217,25018.0,19903.0,86055.0,0.00353,213.4,paid_search,9010047.41,5954259.67
2014-08-06,5768372.14,4433911.0,1334461.14,23.13,2,0,8,218,23442.0,17709.0,121906.0,0.00531,236.5,email_campaign,8427100.15,6035837.35
2014-08-07,4368310.48,3451434.03,916876.45,20.99,3,0,8,219,23454.0,18090.0,102654.0,0.00332,110.3,email_campaign,7265484.0,6035114.64
2014-08-08,2772020.29,2220747.24,551273.05,19.89,4,0,8,220,23334.0,18245.0,121130.0,0.0056,124.5,paid_search,6194578.0,5957866.66
2014-08-09,3001539.63,2354553.12,646986.51,21.56,5,1,8,221,25341.0,20285.0,126650.0,0.00446,137.0,referral,5275142.9,5882006.38
2014-08-10,3823485.27,3003127.77,820357.5,21.46,6,1,8,222,29231.0,23328.0,140174.0,0.00364,161.8,referral,4633978.65,5886764.4
2014-08-11,4332284.65,3523421.42,808863.23,18.67,0,0,8,223,23585.0,17452.0,106386.0,0.00575,210.6,referral,4121371.89,5910002.21
2014-08-12,4968367.41,3950793.43,1017573.98,20.48,1,0,8,224,26756.0,19620.0,99842.0,0.00352,277.9,social_media,4147768.55,5924341.67
2014-08-13,5893608.69,4708354.21,1185254.48,20.11,2,0,8,225,27052.0,21739.0,105616.0,0.00388,105.1,email_campaign,4165659.49,5981444.81
2014-08-14,5049141.59,3986642.15,1062499.44,21.04,3,0,8,226,24462.0,18052.0,95230.0,0.00415,285.7,email_campaign,4262921.08,5992085.71
2014-08-15,4964547.64,3886890.99,1077656.65,21.71,4,0,8,227,26593.0,20242.0,111317.0,0.00384,291.0,direct,4576139.27,5966730.61
2014-08-16,4183136.08,3312917.75,870218.33,20.8,5,1,8,228,23490.0,18504.0,108705.0,0.00548,204.7,organic_search,4744938.76,5923664.78
2014-08-17,4553293.21,3569236.73,984056.48,21.61,6,1,8,229,27595.0,19440.0,123897.0,0.00559,204.5,referral,4849197.04,5924833.38
2014-08-18,3852897.93,3032853.62,820044.31,21.28,0,0,8,230,24284.0,18786.0,92056.0,0.00337,305.5,organic_search,4780713.22,5913141.03
2014-08-19,5491853.95,4329773.16,1162080.79,21.16,1,0,8,231,27530.0,20093.0,130665.0,0.00487,102.7,social_media,4855497.01,5952115.31
2014-08-20,6252896.94,5003338.92,1249558.02,19.98,2,0,8,232,26262.0,21171.0,141919.0,0.00575,116.0,organic_search,4906823.91,6000656.9
2014-08-21,5420386.94,4272987.79,1147399.15,21.17,3,0,8,233,24400.0,18452.0,124494.0,0.00568,150.4,social_media,4959858.96,5974399.34
2014-08-22,3980335.94,3221586.25,758749.69,19.06,4,0,8,234,27609.0,20885.0,122171.0,0.00566,158.8,organic_search,4819257.28,5854876.16
2014-08-23,3604919.44,2824202.4,780717.04,21.66,5,1,8,235,20691.0,14501.0,70328.0,0.00408,305.5,direct,4736654.91,5778186.31
2014-08-24,3975022.95,3208598.81,766424.14,19.28,6,1,8,236,24220.0,16963.0,109986.0,0.0038,314.2,paid_search,4654044.87,5762783.44
2014-08-25,4982068.72,3931111.8,1050956.92,21.09,0,0,8,237,22239.0,17722.0,121773.0,0.00336,281.4,organic_search,4815354.98,5766323.48
2014-08-26,5315751.01,4151656.84,1164094.17,21.9,1,0,8,238,26573.0,21345.0,139315.0,0.00468,191.5,organic_search,4790197.42,5787011.91
2014-08-27,7880420.55,6267001.76,1613418.79,20.47,2,0,8,239,24745.0,19165.0,121324.0,0.00429,299.7,organic_search,5022700.79,5861030.99
2014-08-28,13900846.53,11188888.43,2711958.1,19.51,3,0,8,240,24844.0,17570.0,112442.0,0.00358,299.5,organic_search,6234195.02,6046861.33
2014-08-29,12683009.27,10136587.4,2546421.87,20.08,4,0,8,241,21406.0,16216.0,91997.0,0.00432,268.7,paid_search,7477434.07,6141328.21
2014-08-30,11574198.37,9088009.4,2486188.97,21.48,5,1,8,242,24035.0,19477.0,110772.0,0.00341,115.1,paid_search,8615902.49,6110480.7
2014-08-31,11951398.65,9415326.58,2536072.07,21.22,6,1,8,243,26386.0,21171.0,93476.0,0.00378,172.1,organic_search,9755384.73,6166581.91
2014-09-01,10306541.25,8432677.93,1873863.32,18.18,0,0,9,244,15632.0,12444.0,65725.0,0.0054,298.5,social_media,10516023.66,6195547.11
2014-09-02,1980913.22,1699049.31,281863.91,14.23,1,0,9,245,17927.0,14108.0,89498.0,0.00343,121.2,social_media,10039618.26,5984523.05
2014-09-03,2013419.84,1783705.47,229714.37,11.41,2,0,9,246,18132.0,12780.0,84311.0,0.00487,182.8,social_media,9201475.3,5787619.31
2014-09-04,2079554.62,1858190.69,221363.93,10.64,3,0,9,247,18744.0,14326.0,80286.0,0.0034,138.5,paid_search,7512719.32,5697484.77
2014-09-05,3009749.32,2650108.54,359640.78,11.95,4,0,9,248,16761.0,12802.0,82021.0,0.00432,213.2,paid_search,6130825.04,5605530.68
2014-09-06,2651615.67,2379303.77,272311.9,10.27,5,1,9,249,16392.0,12341.0,61013.0,0.00348,252.6,organic_search,4856170.37,5548307.52
2014-09-07,3257294.39,2733813.81,523480.58,16.07,6,1,9,250,16882.0,11861.0,62446.0,0.00509,178.8,paid_search,3614155.47,5564483.32
2014-09-08,3789247.34,3234658.91,554588.43,14.64,0,0,9,251,19692.0,14268.0,82611.0,0.00414,100.4,email_campaign,2683113.49,5590740.25
2014-09-09,3050893.58,2636295.62,414597.96,13.59,1,0,9,252,17866.0,13307.0,93827.0,0.00571,186.8,organic_search,2835967.82,5564987.19
2014-09-10,2734213.18,2344334.17,389879.01,14.26,2,0,9,253,17022.0,12401.0,68700.0,0.00529,102.6,paid_search,2938938.3,5511718.14
2014-09-11,3603376.76,3063452.95,539923.81,14.98,3,0,9,254,20363.0,16145.0,73927.0,0.00481,228.6,paid_search,3156627.18,5466218.45
2014-09-12,3387921.49,2941397.85,446523.64,13.18,4,0,9,255,18930.0,14320.0,68622.0,0.00522,168.6,paid_search,3210651.77,5382695.55
2014-09-13,4488375.88,3882301.0,606074.88,13.5,5,1,9,256,16596.0,12438.0,69578.0,0.00573,144.4,email_campaign,3473046.09,5364003.36
2014-09-14,4664595.04,4241668.09,422926.95,9.07,6,1,9,257,18068.0,14667.0,86883.0,0.00417,218.9,paid_search,3674089.04,5354004.94
2014-09-15,3434401.74,2989155.15,445246.59,12.96,0,0,9,258,19576.0,15904.0,77829.0,0.00568,104.3,social_media,3623396.81,5329047.12
2014-09-16,3499018.93,3094674.95,404343.98,11.56,1,0,9,259,17833.0,13068.0,89080.0,0.00494,303.2,social_media,3687414.72,5293904.65
2014-09-17,2159581.94,1891350.86,268231.08,12.42,2,0,9,260,19329.0,15498.0,74137.0,0.0056,286.4,direct,3605324.54,5237460.78
2014-09-18,3245614.46,2827312.43,418302.03,12.89,3,0,9,261,16909.0,12993.0,86844.0,0.00558,157.6,direct,3554215.64,5162586.13
2014-09-19,3152106.06,2800614.8,351491.26,11.15,4,0,9,262,17146.0,12184.0,80820.0,0.0058,299.5,organic_search,3520527.72,5059226.44
2014-09-20,3934660.56,3508771.25,425889.31,10.82,5,1,9,263,18727.0,13698.0,92596.0,0.00536,197.7,organic_search,3441425.53,5009702.22
2014-09-21,4973677.98,4472971.42,500706.56,10.07,6,1,9,264,20058.0,16359.0,105471.0,0.00371,272.6,organic_search,3485580.24,5042813.62
2014-09-22,4691002.44,4096769.99,594232.45,12.67,0,0,9,265,18738.0,14953.0,90705.0,0.00462,232.2,direct,3665094.62,5079016.39
2014-09-23,3267077.04,2950868.62,316208.42,9.68,1,0,9,266,16222.0,11492.0,84429.0,0.00346,233.4,social_media,3631960.07,5055418.19
2014-09-24,3651189.03,3193891.83,457297.2,12.52,2,0,9,267,20395.0,14373.0,70771.0,0.00426,247.9,referral,3845046.8,5011055.54
2014-09-25,3991936.34,3513164.66,478771.68,11.99,3,0,9,268,16861.0,12170.0,58732.0,0.00516,255.7,paid_search,3951664.21,4966928.38
2014-09-26,4802241.84,4364819.46,437422.38,9.11,4,0,9,269,16789.0,12429.0,81845.0,0.00347,233.0,organic_search,4187397.89,4864322.43
2014-09-27,5922266.1,5104748.73,817517.37,13.8,5,1,9,270,17582.0,13905.0,90452.0,0.00358,306.2,email_campaign,4471341.54,4598369.74
2014-09-28,6894981.49,6104020.61,790960.88,11.47,6,1,9,271,16535.0,13449.0,72467.0,0.0037,242.5,organic_search,4745813.47,4405435.49
2014-09-29,6358369.55,5385912.36,972457.19,15.29,0,0,9,272,18334.0,14785.0,75135.0,0.00411,136.3,referral,4984008.77,4231574.52
2014-09-30,5625701.93,4992117.65,633584.28,11.26,1,0,9,273,18116.0,14166.0,65756.0,0.0037,240.4,social_media,5320955.18,4020717.97
2014-10-01,4131059.59,3367707.8,763351.79,18.48,2,0,10,274,13714.0,11107.0,47236.0,0.00575,315.2,direct,5389508.12,3814868.58
2014-10-02,2166020.29,1638411.83,527608.46,24.36,3,0,10,275,14951.0,11807.0,64104.0,0.0034,291.3,organic_search,5128662.97,3821038.81
2014-10-03,2713373.58,2209685.83,503687.75,18.56,4,0,10,276,14457.0,10862.0,65675.0,0.00361,185.0,email_campaign,4830253.22,3844370.61
2014-10-04,3061013.56,2383424.37,677589.19,22.14,5,1,10,277,17077.0,12974.0,80251.0,0.00334,105.4,organic_search,4421502.86,3877085.9
2014-10-05,3514973.01,2703049.67,811923.34,23.1,6,1,10,278,15183.0,11554.0,55577.0,0.00421,280.6,social_media,3938644.5,3893926.69
2014-10-06,4584954.57,3714150.0,870804.57,18.99,0,0,10,279,12954.0,10312.0,70101.0,0.00397,298.2,referral,3685299.5,3958371.32
2014-10-07,3826571.36,3029706.85,796864.51,20.82,1,0,10,280,17560.0,12448.0,82066.0,0.00479,144.3,organic_search,3428280.85,3977347.22
2014-10-08,3298742.48,2595357.42,703385.06,21.32,2,0,10,281,15104.0,11381.0,75821.0,0.0052,111.5,direct,3309378.41,3960997.06
2014-10-09,2480246.09,1949299.28,530946.81,21.41,3,0,10,282,14880.0,12129.0,63532.0,0.00422,176.9,organic_search,3354267.81,3941975.48
2014-10-10,3324677.65,2616526.38,708151.27,21.3,4,0,10,283,13932.0,10677.0,45811.0,0.00478,185.8,paid_search,3441596.96,3961657.63
2014-10-11,3249272.4,2455378.82,793893.58,24.43,5,1,10,284,15700.0,12404.0,51310.0,0.00387,192.9,referral,3468491.08,3949854.15
2014-10-12,3964814.61,3263898.52,700916.09,17.68,6,1,10,285,13762.0,10895.0,57265.0,0.00372,230.1,paid_search,3532754.17,3969083.92
2014-10-13,5257692.13,4155288.51,1102403.62,20.97,0,0,10,286,15576.0,11706.0,80230.0,0.00343,158.6,direct,3628859.53,3994727.79
2014-10-14,5353820.23,4242284.88,1111535.35,20.76,1,0,10,287,12392.0,8920.0,40016.0,0.00346,229.7,social_media,3847037.94,4017701.97
2014-10-15,3174858.73,2517101.9,657756.83,20.72,2,0,10,288,14941.0,11279.0,74168.0,0.0053,228.4,social_media,3829340.26,4009050.53
2014-10-16,3035433.21,2343522.12,691911.09,22.79,3,0,10,289,16025.0,12454.0,81588.0,0.00383,272.8,social_media,3908652.71,3993597.68
2014-10-17,3041887.24,2405340.07,636547.17,20.93,4,0,10,290,12793.0,9282.0,56849.0,0.00388,234.7,paid_search,3868254.08,4023007.85
2014-10-18,3295901.64,2641429.14,654472.5,19.86,5,1,10,291,15622.0,11140.0,65864.0,0.00329,159.3,organic_search,3874915.4,4024684.09
2014-10-19,3906454.96,3097527.04,808927.92,20.71,6,1,10,292,14950.0,11746.0,62246.0,0.00541,155.0,organic_search,3866578.31,4049829.05
2014-10-20,4406719.83,3563304.85,843414.98,19.14,0,0,10,293,14868.0,12106.0,79044.0,0.00487,210.9,paid_search,3745010.83,4065564.36
2014-10-21,4158469.93,3334418.16,824051.77,19.82,1,0,10,294,15123.0,11498.0,74369.0,0.00499,276.3,organic_search,3574246.51,4038390.76
2014-10-22,3185076.38,2622321.88,562754.5,17.67,2,0,10,295,15703.0,12727.0,57449.0,0.00516,278.5,direct,3575706.17,3988193.23
2014-10-23,3397945.31,2701811.9,696133.41,20.49,3,0,10,296,14961.0,11645.0,61683.0,0.00507,311.8,paid_search,3627493.61,3992555.5
2014-10-24,2910624.78,2393219.16,517405.62,17.78,4,0,10,297,14037.0,11129.0,57829.0,0.00562,272.2,organic_search,3608741.83,3967870.03
2014-10-25,3710088.5,3052761.25,657327.25,17.72,5,1,10,298,14637.0,11786.0,73636.0,0.00429,137.4,social_media,3667911.38,3958475.1
2014-10-26,3332635.64,2620840.72,711794.92,21.36,6,1,10,299,13360.0,9804.0,50893.0,0.00427,177.6,paid_search,3585937.2,3909488.23
2014-10-27,5247620.14,4151809.58,1095810.56,20.88,0,0,10,300,15039.0,11386.0,50863.0,0.00437,191.4,social_media,3706065.81,3887000.03
2014-10-28,6122484.1,4933576.08,1188908.02,19.42,1,0,10,301,14021.0,10144.0,72386.0,0.00396,209.1,paid_search,3986639.26,3861250.11
2014-10-29,6191276.35,4949513.22,1241763.13,20.06,2,0,10,302,15156.0,11304.0,81976.0,0.00445,286.2,social_media,4416096.4,3855680.34
2014-10-30,6250389.79,4894988.48,1355401.31,21.69,3,0,10,303,11932.0,8733.0,43393.0,0.00367,249.9,organic_search,4823588.47,3876503.27
